FacilityName,RegionName,Year,Quarter,WaitTimeMinutes,DistanceToFacilityKM,PopulationCovered
Foothills Medical Centre,NW,2020,Q4,40,4.37,1187
South Health Campus,SE,2020,Q3,11,3.08,769
Peter Lougheed Centre,NE,2020,Q2,105,6.24,676
Peter Lougheed Centre,NE,2020,Q3,117,0.5,1950
Rockyview General Hospital,SW,2020,Q1,160,8.21,1563
Foothills Medical Centre,NW,2020,Q3,38,3.88,641
Peter Lougheed Centre,NE,2020,Q4,22,6.68,1085
Peter Lougheed Centre,NE,2020,Q2,81,8.49,1711
South Health Campus,SE,2020,Q4,110,11.17,1826
Foothills Medical Centre,NW,2020,Q3,93,11.46,731
Rockyview General Hospital,SW,2020,Q1,129,2.09,1157
Peter Lougheed Centre,NE,2020,Q2,83,6.7,1194
Foothills Medical Centre,NW,2020,Q1,41,1.25,589
Peter Lougheed Centre,NE,2020,Q2,39,10.83,698
Rockyview General Hospital,SW,2020,Q3,166,14.51,1469
South Health Campus,SE,2020,Q2,103,7.63,1402
Rockyview General Hospital,SW,2020,Q3,88,11.86,1148
South Health Campus,SE,2020,Q4,115,8.82,1419
Peter Lougheed Centre,NE,2020,Q2,121,13.52,1722
Rockyview General Hospital,SW,2020,Q3,141,15.42,1610
Rockyview General Hospital,SW,2020,Q3,81,4,1368
Peter Lougheed Centre,NE,2020,Q2,31,8.6,1843
Peter Lougheed Centre,NE,2020,Q2,93,9.64,629
Peter Lougheed Centre,NE,2020,Q3,148,9.52,1285
Foothills Medical Centre,NW,2020,Q2,41,10.44,1128
South Health Campus,SE,2020,Q3,121,1.88,661
Peter Lougheed Centre,NE,2020,Q2,150,11.32,1588
Peter Lougheed Centre,NE,2020,Q1,179,4.22,727
Foothills Medical Centre,NW,2020,Q1,160,5.93,1725
Foothills Medical Centre,NW,2020,Q2,60,7.74,942
Foothills Medical Centre,NW,2020,Q3,65,9.79,1025
Peter Lougheed Centre,NE,2020,Q4,25,9.84,862
Foothills Medical Centre,NW,2020,Q1,155,12.7,820
Rockyview General Hospital,SW,2020,Q1,109,0.52,1008
Foothills Medical Centre,NW,2020,Q4,101,5.51,1767
Foothills Medical Centre,NW,2020,Q1,148,11.69,1586
Rockyview General Hospital,SW,2020,Q1,41,0.5,1196
Foothills Medical Centre,NW,2020,Q4,159,8.48,606
Rockyview General Hospital,SW,2020,Q4,107,8.28,991
Peter Lougheed Centre,NE,2020,Q4,16,9.08,1188
Rockyview General Hospital,SW,2020,Q2,133,6.37,1759
Rockyview General Hospital,SW,2020,Q2,87,4.47,1243
Foothills Medical Centre,NW,2020,Q3,125,4.35,1474
Peter Lougheed Centre,NE,2020,Q1,64,11.11,596
South Health Campus,SE,2020,Q4,136,12.14,1282
South Health Campus,SE,2020,Q2,30,0.5,1530
Foothills Medical Centre,NW,2020,Q4,117,7.64,977
Foothills Medical Centre,NW,2020,Q1,136,9.94,790
Rockyview General Hospital,SW,2020,Q4,178,4.66,1918
Foothills Medical Centre,NW,2020,Q4,151,5.2,1102
South Health Campus,SE,2020,Q3,15,13.36,1345
South Health Campus,SE,2020,Q1,48,0.5,1431
South Health Campus,SE,2020,Q1,75,0.5,1439
Rockyview General Hospital,SW,2020,Q1,140,10.89,505
Rockyview General Hospital,SW,2020,Q2,132,0.5,1021
Foothills Medical Centre,NW,2020,Q2,59,19.88,796
Foothills Medical Centre,NW,2020,Q3,108,11.95,500
Peter Lougheed Centre,NE,2020,Q1,49,9.58,922
Foothills Medical Centre,NW,2020,Q3,17,0.5,1715
Peter Lougheed Centre,NE,2020,Q2,64,12.89,1009
South Health Campus,SE,2020,Q2,18,13.58,1104
Foothills Medical Centre,NW,2020,Q1,53,10.29,1776
South Health Campus,SE,2020,Q2,18,19.78,1958
Foothills Medical Centre,NW,2020,Q2,112,6.44,1543
South Health Campus,SE,2020,Q4,10,9.33,1459
South Health Campus,SE,2020,Q1,136,15.7,1674
Peter Lougheed Centre,NE,2020,Q1,140,10,958
Foothills Medical Centre,NW,2020,Q2,161,2.97,1324
Peter Lougheed Centre,NE,2020,Q1,171,10.54,1829
Foothills Medical Centre,NW,2020,Q4,173,4.7,1651
Rockyview General Hospital,SW,2020,Q1,116,3.45,850
Foothills Medical Centre,NW,2020,Q2,139,0.5,1702
Rockyview General Hospital,SW,2020,Q4,117,10.07,1724
South Health Campus,SE,2020,Q1,117,15.23,1687
Rockyview General Hospital,SW,2020,Q2,108,13.46,1212
South Health Campus,SE,2020,Q2,53,10.53,948
Foothills Medical Centre,NW,2020,Q4,14,9.16,1993
Peter Lougheed Centre,NE,2020,Q4,52,5.43,870
Foothills Medical Centre,NW,2020,Q1,83,9.76,951
Rockyview General Hospital,SW,2020,Q4,13,6.34,1499
Foothills Medical Centre,NW,2020,Q4,152,8.31,1997
South Health Campus,SE,2020,Q4,38,11.76,1357
Foothills Medical Centre,NW,2020,Q1,62,12.71,922
South Health Campus,SE,2020,Q4,25,12.1,1387
Foothills Medical Centre,NW,2020,Q2,26,12.81,1351
South Health Campus,SE,2020,Q1,105,11.48,1377
Foothills Medical Centre,NW,2020,Q4,57,14.09,572
South Health Campus,SE,2020,Q3,152,19.03,1059
Foothills Medical Centre,NW,2020,Q2,152,7.8,1557
Peter Lougheed Centre,NE,2020,Q1,170,8.36,1077
Rockyview General Hospital,SW,2020,Q1,145,11.38,1940
Peter Lougheed Centre,NE,2020,Q3,55,2.41,1063
Foothills Medical Centre,NW,2020,Q2,117,7.32,612
South Health Campus,SE,2020,Q4,175,12.53,1263
Peter Lougheed Centre,NE,2020,Q4,177,11.95,705
South Health Campus,SE,2020,Q3,34,4.95,1613
South Health Campus,SE,2020,Q3,110,9.05,504
South Health Campus,SE,2020,Q1,20,6.49,1042
Foothills Medical Centre,NW,2020,Q3,139,15.17,781
Rockyview General Hospital,SW,2020,Q1,90,3.1,1722
Peter Lougheed Centre,NE,2020,Q3,73,7.53,737
Rockyview General Hospital,SW,2020,Q1,22,4.89,1886
Peter Lougheed Centre,NE,2020,Q4,25,2.22,1229
Foothills Medical Centre,NW,2020,Q4,152,6.76,1607
South Health Campus,SE,2020,Q3,170,12.5,1893
Foothills Medical Centre,NW,2020,Q4,20,17.78,1817
Rockyview General Hospital,SW,2020,Q3,172,4.94,981
Peter Lougheed Centre,NE,2020,Q4,73,7.19,969
South Health Campus,SE,2020,Q1,160,3.54,1364
Peter Lougheed Centre,NE,2020,Q4,46,7.06,1079
Foothills Medical Centre,NW,2020,Q4,167,6.31,633
Peter Lougheed Centre,NE,2020,Q3,57,7.54,933
Foothills Medical Centre,NW,2020,Q4,57,2.38,1935
Rockyview General Hospital,SW,2020,Q3,112,9,1292
Rockyview General Hospital,SW,2020,Q2,61,7.15,1133
Foothills Medical Centre,NW,2020,Q1,154,13.77,940
Peter Lougheed Centre,NE,2020,Q1,90,8.98,517
Rockyview General Hospital,SW,2020,Q1,148,17.06,1732
Foothills Medical Centre,NW,2020,Q4,13,6.51,619
Foothills Medical Centre,NW,2020,Q3,30,8.72,1051
Rockyview General Hospital,SW,2020,Q3,108,8.03,1835
Rockyview General Hospital,SW,2020,Q4,19,13.07,667
South Health Campus,SE,2020,Q1,39,2.85,1805
South Health Campus,SE,2020,Q3,103,1.09,502
Foothills Medical Centre,NW,2020,Q2,151,11.08,723
South Health Campus,SE,2020,Q4,22,1.88,1678
Foothills Medical Centre,NW,2020,Q4,76,14.91,1649
Foothills Medical Centre,NW,2020,Q4,92,6.41,1019
Rockyview General Hospital,SW,2020,Q1,159,13.47,660
South Health Campus,SE,2020,Q2,16,9.62,1233
Foothills Medical Centre,NW,2020,Q2,145,2.25,1643
Rockyview General Hospital,SW,2020,Q3,132,0.5,746
Rockyview General Hospital,SW,2020,Q2,103,0.5,1406
Foothills Medical Centre,NW,2020,Q3,16,7.68,737
Foothills Medical Centre,NW,2020,Q4,75,0.5,750
Rockyview General Hospital,SW,2020,Q1,106,3.99,710
South Health Campus,SE,2020,Q1,20,4.43,953
South Health Campus,SE,2020,Q2,115,12.29,677
Rockyview General Hospital,SW,2020,Q2,176,15.97,517
Rockyview General Hospital,SW,2020,Q3,65,7.21,833
Foothills Medical Centre,NW,2020,Q1,140,6.46,1535
Foothills Medical Centre,NW,2020,Q1,76,17.05,568
Rockyview General Hospital,SW,2020,Q3,100,11.67,1461
Rockyview General Hospital,SW,2020,Q2,89,4.42,1487
Rockyview General Hospital,SW,2020,Q2,64,0.5,1023
Rockyview General Hospital,SW,2020,Q1,20,9.67,1693
Foothills Medical Centre,NW,2020,Q4,84,15.55,793
South Health Campus,SE,2020,Q3,153,6.79,1365
South Health Campus,SE,2020,Q4,160,2.94,1009
Rockyview General Hospital,SW,2020,Q3,121,4.26,561
Peter Lougheed Centre,NE,2020,Q4,120,11.45,1679
Rockyview General Hospital,SW,2020,Q3,21,8.67,1165
Peter Lougheed Centre,NE,2020,Q2,62,15.97,726
Rockyview General Hospital,SW,2020,Q4,72,10.89,523
South Health Campus,SE,2020,Q4,148,4.73,1164
Foothills Medical Centre,NW,2020,Q2,129,10.55,763
Rockyview General Hospital,SW,2020,Q4,45,19.05,1885
South Health Campus,SE,2020,Q3,51,15.1,920
Foothills Medical Centre,NW,2020,Q4,133,2.8,1932
South Health Campus,SE,2020,Q2,113,13.91,811
South Health Campus,SE,2020,Q4,166,12.62,984
Peter Lougheed Centre,NE,2020,Q4,124,2.49,1434
Rockyview General Hospital,SW,2020,Q1,18,18.39,1529
Peter Lougheed Centre,NE,2020,Q3,25,13.63,1623
Foothills Medical Centre,NW,2020,Q1,118,9.07,1858
Rockyview General Hospital,SW,2020,Q2,54,2.74,1635
Foothills Medical Centre,NW,2020,Q4,140,14.38,993
Foothills Medical Centre,NW,2020,Q3,32,13.55,1482
Peter Lougheed Centre,NE,2020,Q4,174,11.34,1228
Peter Lougheed Centre,NE,2020,Q4,177,13.22,931
Foothills Medical Centre,NW,2020,Q2,177,16.71,778
Peter Lougheed Centre,NE,2020,Q3,162,17.43,1026
South Health Campus,SE,2020,Q3,60,6.81,877
South Health Campus,SE,2020,Q4,12,12.4,1142
South Health Campus,SE,2020,Q1,34,2.49,1311
Rockyview General Hospital,SW,2020,Q4,152,16.82,1158
Foothills Medical Centre,NW,2020,Q4,148,9.25,873
Rockyview General Hospital,SW,2020,Q1,125,0.5,1949
Rockyview General Hospital,SW,2020,Q1,34,12.67,1312
South Health Campus,SE,2020,Q3,139,0.5,1861
South Health Campus,SE,2020,Q4,39,6.87,1976
Foothills Medical Centre,NW,2020,Q4,164,8.14,828
South Health Campus,SE,2020,Q3,117,8.49,1888
Peter Lougheed Centre,NE,2020,Q3,171,16.88,784
Rockyview General Hospital,SW,2020,Q4,172,1.43,1009
South Health Campus,SE,2020,Q2,40,10.84,640
South Health Campus,SE,2020,Q1,17,7.39,1171
Rockyview General Hospital,SW,2020,Q4,63,7.23,1386
Foothills Medical Centre,NW,2020,Q2,57,4.61,1434
Peter Lougheed Centre,NE,2020,Q1,119,6.45,1156
South Health Campus,SE,2020,Q3,168,10.79,1422
Foothills Medical Centre,NW,2020,Q1,169,7.31,1976
Peter Lougheed Centre,NE,2020,Q2,107,6.98,1184
South Health Campus,SE,2020,Q1,71,7.6,1897
Peter Lougheed Centre,NE,2020,Q3,122,9.64,865
Peter Lougheed Centre,NE,2020,Q3,171,12.76,1379
Rockyview General Hospital,SW,2020,Q3,168,3.11,1938
Foothills Medical Centre,NW,2020,Q4,159,3.9,837
South Health Campus,SE,2020,Q2,122,10.49,1925
South Health Campus,SE,2020,Q3,153,0.5,562
Rockyview General Hospital,SW,2020,Q2,68,2.88,587
Rockyview General Hospital,SW,2020,Q2,26,7.35,1425
Peter Lougheed Centre,NE,2020,Q4,176,7.39,1510
Foothills Medical Centre,NW,2020,Q4,118,4.94,983
Foothills Medical Centre,NW,2020,Q3,11,9.65,1755
Peter Lougheed Centre,NE,2020,Q3,62,4.01,1543
Rockyview General Hospital,SW,2020,Q2,56,10.45,805
Foothills Medical Centre,NW,2020,Q4,50,9.03,1842
Peter Lougheed Centre,NE,2020,Q3,172,18.17,1591
Foothills Medical Centre,NW,2020,Q2,79,8.91,564
Peter Lougheed Centre,NE,2020,Q4,38,5.5,1049
South Health Campus,SE,2020,Q2,83,15.01,1633
Rockyview General Hospital,SW,2020,Q2,91,1.28,910
Rockyview General Hospital,SW,2020,Q1,30,16.93,551
Rockyview General Hospital,SW,2020,Q1,116,6.58,630
Peter Lougheed Centre,NE,2020,Q1,139,14.76,1225
Peter Lougheed Centre,NE,2020,Q4,107,9.29,852
Foothills Medical Centre,NW,2020,Q3,156,7.75,963
Peter Lougheed Centre,NE,2020,Q4,167,2.04,748
Foothills Medical Centre,NW,2020,Q3,139,3.16,994
South Health Campus,SE,2020,Q3,109,7.79,914
South Health Campus,SE,2020,Q1,48,0.5,1709
Rockyview General Hospital,SW,2020,Q2,51,0.9,994
South Health Campus,SE,2020,Q2,130,12.6,575
South Health Campus,SE,2020,Q4,55,10.59,1213
Rockyview General Hospital,SW,2020,Q1,135,7.46,1837
Rockyview General Hospital,SW,2020,Q4,163,12.63,1080
South Health Campus,SE,2020,Q1,84,7.06,1182
South Health Campus,SE,2020,Q1,69,6.99,533
Peter Lougheed Centre,NE,2020,Q2,173,3.12,1886
Peter Lougheed Centre,NE,2020,Q3,44,7.75,1080
Foothills Medical Centre,NW,2020,Q1,159,6.56,1167
Foothills Medical Centre,NW,2020,Q2,104,7.41,647
Rockyview General Hospital,SW,2020,Q1,48,3.23,1874
Foothills Medical Centre,NW,2020,Q2,107,12.91,1210
Rockyview General Hospital,SW,2020,Q2,44,11.99,1534
Peter Lougheed Centre,NE,2020,Q4,147,10.35,571
Rockyview General Hospital,SW,2020,Q3,156,14.73,857
South Health Campus,SE,2020,Q4,51,0.5,1847
Foothills Medical Centre,NW,2020,Q2,104,13.51,1788
Rockyview General Hospital,SW,2020,Q2,113,0.5,1316
Rockyview General Hospital,SW,2020,Q1,155,16.92,590
Rockyview General Hospital,SW,2020,Q3,119,7.3,978
South Health Campus,SE,2020,Q2,54,2.89,1550
Rockyview General Hospital,SW,2020,Q3,14,9.22,506
Rockyview General Hospital,SW,2020,Q1,81,6.81,1177
Foothills Medical Centre,NW,2020,Q2,141,7.49,1956
Foothills Medical Centre,NW,2020,Q2,29,7.25,805
Peter Lougheed Centre,NE,2020,Q1,68,6.03,1595
South Health Campus,SE,2020,Q2,101,9.13,1956
Peter Lougheed Centre,NE,2020,Q2,88,4.26,1841
Rockyview General Hospital,SW,2020,Q1,39,1.19,1933
Foothills Medical Centre,NW,2020,Q1,131,8.77,1856
Peter Lougheed Centre,NE,2020,Q4,112,9.68,1472
Peter Lougheed Centre,NE,2020,Q1,153,8.79,909
South Health Campus,SE,2020,Q4,72,11.93,525
South Health Campus,SE,2020,Q1,32,8.21,746
Peter Lougheed Centre,NE,2020,Q2,128,0.5,1814
South Health Campus,SE,2020,Q1,138,14.58,1996
South Health Campus,SE,2020,Q4,91,10.69,1323
South Health Campus,SE,2020,Q2,81,14.21,1424
Rockyview General Hospital,SW,2020,Q4,146,6.97,1315
Peter Lougheed Centre,NE,2020,Q1,165,9.34,950
Foothills Medical Centre,NW,2020,Q2,160,1.36,854
Rockyview General Hospital,SW,2020,Q4,100,15.5,1278
Foothills Medical Centre,NW,2020,Q4,15,12.08,1791
Peter Lougheed Centre,NE,2020,Q1,50,7.2,1772
Rockyview General Hospital,SW,2020,Q4,14,5.7,1668
Rockyview General Hospital,SW,2020,Q4,21,7.85,1324
Peter Lougheed Centre,NE,2020,Q3,168,5.01,1173
Rockyview General Hospital,SW,2020,Q4,130,10.96,1263
South Health Campus,SE,2020,Q2,87,3.17,1155
South Health Campus,SE,2020,Q4,155,13.01,1231
Rockyview General Hospital,SW,2020,Q3,75,6.55,1875
Peter Lougheed Centre,NE,2020,Q3,43,9.31,1546
South Health Campus,SE,2020,Q4,179,5.57,680
Foothills Medical Centre,NW,2020,Q1,142,5.83,1621
Peter Lougheed Centre,NE,2020,Q4,45,4.15,1448
Rockyview General Hospital,SW,2020,Q4,44,7.77,1939
Rockyview General Hospital,SW,2020,Q2,10,12.94,1112
South Health Campus,SE,2020,Q1,178,1.6,605
South Health Campus,SE,2020,Q3,63,7.39,1549
Peter Lougheed Centre,NE,2020,Q1,14,10.13,1489
South Health Campus,SE,2020,Q2,88,0.5,1704
Rockyview General Hospital,SW,2020,Q4,93,8.16,1879
South Health Campus,SE,2020,Q2,12,6.35,921
South Health Campus,SE,2020,Q3,171,4.11,1718
Peter Lougheed Centre,NE,2020,Q4,90,10.35,1679
Peter Lougheed Centre,NE,2020,Q1,173,9.79,1097
South Health Campus,SE,2020,Q4,92,8.53,525
Peter Lougheed Centre,NE,2020,Q2,74,5.64,504
Rockyview General Hospital,SW,2020,Q2,123,2.72,820
Foothills Medical Centre,NW,2020,Q4,68,11.83,1644
Foothills Medical Centre,NW,2020,Q3,178,5.66,1285
Peter Lougheed Centre,NE,2020,Q2,98,13.65,1274
Peter Lougheed Centre,NE,2020,Q4,45,17.98,1486
Peter Lougheed Centre,NE,2020,Q4,50,16.69,1627
Rockyview General Hospital,SW,2020,Q1,175,6.21,566
Rockyview General Hospital,SW,2020,Q4,89,6.05,1453
Foothills Medical Centre,NW,2020,Q1,119,2.33,858
Rockyview General Hospital,SW,2020,Q1,121,5.86,1310
Peter Lougheed Centre,NE,2020,Q2,54,3.79,1596
Rockyview General Hospital,SW,2020,Q4,69,17.21,1553
Rockyview General Hospital,SW,2020,Q1,79,14.81,1600
Foothills Medical Centre,NW,2020,Q3,103,9.52,1556
South Health Campus,SE,2020,Q2,10,12.68,647
Foothills Medical Centre,NW,2020,Q3,86,7.77,1298
Foothills Medical Centre,NW,2020,Q4,89,3.42,1986
South Health Campus,SE,2020,Q2,114,7.27,935
Foothills Medical Centre,NW,2020,Q3,122,1.11,572
Rockyview General Hospital,SW,2020,Q3,80,4.69,1129
South Health Campus,SE,2020,Q4,157,15.27,1544
Rockyview General Hospital,SW,2020,Q3,91,1.83,1400
Rockyview General Hospital,SW,2020,Q3,38,7.17,853
South Health Campus,SE,2020,Q4,129,3.48,673
Peter Lougheed Centre,NE,2020,Q2,176,13.54,900
Rockyview General Hospital,SW,2020,Q2,30,5.79,1803
Peter Lougheed Centre,NE,2020,Q2,81,8.78,687
Rockyview General Hospital,SW,2020,Q1,146,8.68,1016
Foothills Medical Centre,NW,2020,Q1,51,0.5,1580
Peter Lougheed Centre,NE,2020,Q3,59,7.9,755
South Health Campus,SE,2020,Q4,131,10.31,1247
Foothills Medical Centre,NW,2020,Q1,114,4.81,1297
Rockyview General Hospital,SW,2020,Q1,122,8.78,1820
Rockyview General Hospital,SW,2020,Q2,118,11.66,1251
Foothills Medical Centre,NW,2020,Q2,100,3.72,1808
South Health Campus,SE,2020,Q2,111,15.37,1858
Peter Lougheed Centre,NE,2020,Q2,33,11.85,577
South Health Campus,SE,2020,Q1,121,5.5,685
Peter Lougheed Centre,NE,2020,Q2,63,9.92,1923
Rockyview General Hospital,SW,2020,Q3,84,9.48,1361
Foothills Medical Centre,NW,2020,Q2,24,12.53,1283
Rockyview General Hospital,SW,2020,Q2,46,3.42,1319
Rockyview General Hospital,SW,2020,Q3,102,18.38,823
Peter Lougheed Centre,NE,2020,Q2,61,6.08,1017
Rockyview General Hospital,SW,2020,Q1,62,9.77,803
Peter Lougheed Centre,NE,2020,Q4,173,12.64,1275
Rockyview General Hospital,SW,2020,Q2,116,7.85,1830
Rockyview General Hospital,SW,2020,Q4,126,14.23,1363
Rockyview General Hospital,SW,2020,Q4,151,0.5,1982
Rockyview General Hospital,SW,2020,Q3,42,4.41,727
Foothills Medical Centre,NW,2020,Q4,53,2.29,649
Rockyview General Hospital,SW,2020,Q2,155,12.93,1963
South Health Campus,SE,2020,Q4,132,15.07,1815
Peter Lougheed Centre,NE,2020,Q4,69,3.1,1455
Peter Lougheed Centre,NE,2020,Q2,38,6.44,1978
Peter Lougheed Centre,NE,2020,Q2,160,6.3,1131
Foothills Medical Centre,NW,2020,Q2,59,5.8,1820
South Health Campus,SE,2020,Q4,97,0.5,1853
South Health Campus,SE,2020,Q4,91,7.72,1386
South Health Campus,SE,2020,Q2,98,21.92,1211
Rockyview General Hospital,SW,2020,Q1,42,7.79,647
Foothills Medical Centre,NW,2020,Q2,15,17.23,1622
South Health Campus,SE,2020,Q1,149,0.5,865
South Health Campus,SE,2020,Q2,49,8.17,1203
Peter Lougheed Centre,NE,2020,Q3,56,8.17,1239
Peter Lougheed Centre,NE,2020,Q3,51,15.61,677
Peter Lougheed Centre,NE,2020,Q4,155,8.01,645
Rockyview General Hospital,SW,2020,Q4,136,8.52,662
Foothills Medical Centre,NW,2020,Q3,79,2.8,1068
Peter Lougheed Centre,NE,2020,Q3,147,1.27,1496
Peter Lougheed Centre,NE,2020,Q4,141,9.48,1085
Rockyview General Hospital,SW,2020,Q1,98,14.93,1016
South Health Campus,SE,2020,Q4,15,9.72,1305
Rockyview General Hospital,SW,2020,Q4,126,8.18,1669
Rockyview General Hospital,SW,2020,Q2,118,4.05,1473
Foothills Medical Centre,NW,2020,Q4,75,13.2,1937
Rockyview General Hospital,SW,2020,Q4,140,2.06,583
Rockyview General Hospital,SW,2020,Q1,21,15.32,1198
Rockyview General Hospital,SW,2020,Q2,89,13.3,859
Foothills Medical Centre,NW,2020,Q3,88,6.74,857
South Health Campus,SE,2020,Q4,112,10.53,1627
Foothills Medical Centre,NW,2020,Q2,129,4.71,1376
South Health Campus,SE,2020,Q3,144,8.76,1472
South Health Campus,SE,2020,Q2,168,9.13,961
Peter Lougheed Centre,NE,2020,Q4,60,10.87,1856
Rockyview General Hospital,SW,2020,Q2,29,15.9,697
Rockyview General Hospital,SW,2020,Q1,126,7.47,664
Peter Lougheed Centre,NE,2020,Q2,23,1.73,750
Foothills Medical Centre,NW,2020,Q2,51,9.14,1148
Rockyview General Hospital,SW,2020,Q3,154,4.8,1978
Peter Lougheed Centre,NE,2020,Q2,103,5.86,1752
Peter Lougheed Centre,NE,2020,Q4,92,9.3,1879
Rockyview General Hospital,SW,2020,Q1,176,5.94,1880
Peter Lougheed Centre,NE,2020,Q4,87,5.19,1069
Rockyview General Hospital,SW,2020,Q3,62,1.26,1279
Peter Lougheed Centre,NE,2020,Q4,26,0.5,1171
Peter Lougheed Centre,NE,2020,Q4,76,14.57,1708
Rockyview General Hospital,SW,2020,Q4,107,7.68,1122
Peter Lougheed Centre,NE,2020,Q3,37,10.74,1282
South Health Campus,SE,2020,Q4,130,2.95,1213
Peter Lougheed Centre,NE,2020,Q3,45,11.3,1956
South Health Campus,SE,2020,Q1,66,9.37,950
South Health Campus,SE,2020,Q3,53,15.06,1579
South Health Campus,SE,2020,Q3,110,10.48,1385
South Health Campus,SE,2020,Q2,106,0.5,1131
Foothills Medical Centre,NW,2020,Q3,131,10.61,663
South Health Campus,SE,2020,Q3,179,15.95,1948
Foothills Medical Centre,NW,2020,Q4,160,10.4,1148
Foothills Medical Centre,NW,2020,Q1,146,13.37,925
Foothills Medical Centre,NW,2020,Q2,112,8.32,1039
Foothills Medical Centre,NW,2020,Q1,59,10.72,1132
Rockyview General Hospital,SW,2020,Q3,119,11.01,1177
South Health Campus,SE,2020,Q3,171,4.16,501
Foothills Medical Centre,NW,2020,Q2,169,9.71,1031
Foothills Medical Centre,NW,2020,Q2,86,7.83,1490
Peter Lougheed Centre,NE,2020,Q1,172,7.66,1856
Foothills Medical Centre,NW,2020,Q3,27,0.5,1410
Foothills Medical Centre,NW,2020,Q1,91,12.59,912
Rockyview General Hospital,SW,2020,Q4,112,2.17,1332
Rockyview General Hospital,SW,2020,Q4,59,9.85,1101
Peter Lougheed Centre,NE,2020,Q1,82,1.7,502
Foothills Medical Centre,NW,2020,Q2,103,13.81,724
South Health Campus,SE,2020,Q4,107,8.49,1097
South Health Campus,SE,2020,Q1,102,8.7,811
Rockyview General Hospital,SW,2020,Q1,173,12.36,729
Peter Lougheed Centre,NE,2020,Q1,36,15.01,1240
Peter Lougheed Centre,NE,2020,Q1,159,8.98,1515
Rockyview General Hospital,SW,2020,Q1,53,7.58,1627
South Health Campus,SE,2020,Q1,127,5.94,1974
South Health Campus,SE,2020,Q4,112,2.94,677
Peter Lougheed Centre,NE,2020,Q1,176,4.28,1746
Peter Lougheed Centre,NE,2020,Q1,158,9.93,1673
Rockyview General Hospital,SW,2020,Q2,177,13.28,916
Foothills Medical Centre,NW,2020,Q1,31,1.51,1835
Peter Lougheed Centre,NE,2020,Q1,109,14.22,1653
Foothills Medical Centre,NW,2020,Q3,81,2.1,1868
Peter Lougheed Centre,NE,2020,Q1,102,5.69,1053
Peter Lougheed Centre,NE,2020,Q3,128,5.81,964
Peter Lougheed Centre,NE,2020,Q1,49,14.75,1358
Peter Lougheed Centre,NE,2020,Q2,131,3.56,1464
Foothills Medical Centre,NW,2020,Q4,61,7.41,1520
Foothills Medical Centre,NW,2020,Q4,26,5.73,1054
Foothills Medical Centre,NW,2020,Q4,73,5.79,1137
Peter Lougheed Centre,NE,2020,Q2,117,6.78,1015
Peter Lougheed Centre,NE,2020,Q4,150,6.76,1692
Rockyview General Hospital,SW,2020,Q3,177,2.48,1166
Foothills Medical Centre,NW,2020,Q1,165,10.55,774
